"""October 2023""",31
"""November 2023""",27
"""December 2023""",32
"""January 2024""",11
"""February 2024""",9
"""March 2024""",5
"""April 2024""",5
"""May 2024""",6
"""June 2024""",6
"""July 2024""",13
"""August 2024""",5
"""September 2024""",2
"""October 2024""",6
"""November 2024""",13
"""December 2024""",13
"""January 2025""",9
"""March 2025""",5
"""April 2025""",5
"""May 2025""",14
"""June 2025""",6
"""July 2025""",5
"""August 2025""",6
